diario,titulo,contenido,fecha de extracción,contenido_depurado
es.mercopress.com,Producción de carne sigue mejorando en Paraguay,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99667/100x80/carne.jpg"" alt=""M&eacute;xico podr&iacute;a convertirse en el pr&oacute;ximo destino de la carne paraguaya"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         Apenas días después de que se concediera acceso a la carne vacuna paraguaya al mercado canadiense, se publicó este miércoles en Asunción un informe que muestra que la facena de ganado aumentó un 23% en abril. Otras 33.310 cabezas fueron sacrificadas el mes pasado para un total de 646.222 en los primeros cuatro meses del año, lo que representó un crecimiento interanual del 3,9%.</p>","Thu, 16 May 2024 12:13:00 GMT","Apenas días después de que se concediera acceso a la carne vacuna paraguaya al mercado canadiense, se publicó este miércoles en Asunción un informe que muestra que la facena de ganado aumentó un 23% en abril. Otras 33.310 cabezas fueron sacrificadas el mes pasado para un total de 646.222 en los primeros cuatro meses del año, lo que representó un crecimiento interanual del 3,9%."
es.mercopress.com,"Argentina se prepara para dolarizar su economía, dice ministro","<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99661/100x80/toto.jpg"" alt=""Argentina a&uacute;n necesita levantar el &#147;cepo&#148; que mantiene la paridad entre el peso local y el d&oacute;lar estadounidense, explic&oacute; Caputo"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El ministro de Economía argentino, Luis 'Toto' Caputo, dijo este miércoles que la administración libertaria del presidente Javier Milei tiene “todo listo para la dolarización”. La “recuperación está muy cerca”, agregó, mientras el dólar “blue” (eufemismo para “mercado negro”) se recuperaba luego de que se hiciera evidente que el gobierno sería incapaz de cumplir la promesa de Milei de firmar un acuerdo con los gobiernos provinciales el 25 de mayo.</p>","Thu, 16 May 2024 10:55:00 GMT","El ministro de Economía argentino, Luis 'Toto' Caputo, dijo este miércoles que la administración libertaria del presidente Javier Milei tiene “todo listo para la dolarización”. La “recuperación está muy cerca”, agregó, mientras el dólar “blue” (eufemismo para “mercado negro”) se recuperaba luego de que se hiciera evidente que el gobierno sería incapaz de cumplir la promesa de Milei de firmar un acuerdo con los gobiernos provinciales el 25 de mayo."
es.mercopress.com,Futuro europeo de Gibraltar podría afectar estatus de las Falkland,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99659/100x80/gib.jpg"" alt=""La inclusi&oacute;n del aeropuerto de Gibraltar en el espacio Schengen podr&iacute;a comprometer la presencia militar brit&aacute;nica"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El futuro de Gibraltar e Irlanda del Norte tras el Brexit con respecto a Europa se debatirá este jueves en una reunión en Bruselas en la que participarán el ministro británico de Asuntos Exteriores, Lord David Cameron, su colega español, José Manuel Albares, el ministro principal de Gibraltar, Fabian Picardo, y el vicepresidente ejecutivo de la Comisión Europea, Maros Sefcovic.</p>","Thu, 16 May 2024 10:54:00 GMT","El futuro de Gibraltar e Irlanda del Norte tras el Brexit con respecto a Europa se debatirá este jueves en una reunión en Bruselas en la que participarán el ministro británico de Asuntos Exteriores, Lord David Cameron, su colega español, José Manuel Albares, el ministro principal de Gibraltar, Fabian Picardo, y el vicepresidente ejecutivo de la Comisión Europea, Maros Sefcovic."
es.mercopress.com,Caen acciones de Petrobras tras la salida de Prates,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99665/100x80/prates.jpg"" alt=""Prates dijo estar contento por haber disipado rumores de una privatizaci&oacute;n total de Petrobras"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         La decisión del presidente brasileño Luiz Inácio Lula da Silva de destituir a Jean-Paul Prates como director general de la petrolera estatal Petrobras provocó que las acciones cayeran más de un 8% en la Bolsa de Valores de Sao Paulo este miércoles. Las acciones ordinarias (PETR3) bajaron un 8,36%, mientras que las acciones preferentes (PETR4) descendieron un 6,75%, se informó. Además, los ADR (American Depositary Receipt) de Petrobras en Nueva York se redujeron en cerca de un 7,5%.</p>","Thu, 16 May 2024 10:49:00 GMT","La decisión del presidente brasileño Luiz Inácio Lula da Silva de destituir a Jean-Paul Prates como director general de la petrolera estatal Petrobras provocó que las acciones cayeran más de un 8% en la Bolsa de Valores de Sao Paulo este miércoles. Las acciones ordinarias (PETR3) bajaron un 8,36%, mientras que las acciones preferentes (PETR4) descendieron un 6,75%, se informó. Además, los ADR (American Depositary Receipt) de Petrobras en Nueva York se redujeron en cerca de un 7,5%."
es.mercopress.com,Venezuela niega salvoconductos a solicitantes de asilo en embajada argentina,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99663/100x80/diodad.jpg"" alt=""&#147;No hay salvoconductos para quienes no aman esta patria&#148;, subray&oacute; Cabello"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El régimen de Venezuela negó este miércoles la solicitud de salvoconductos para que seis disidentes alojados en la misión diplomática argentina en Caracas pudieran llegar al aeropuerto y tomar un vuelo a Buenos Aires, confirmó el hombre fuerte del gobierno Diosdado Cabello, al tiempo que calificó de ""fascista"" al presidente Javier Milei.</p>","Thu, 16 May 2024 10:45:00 GMT","El régimen de Venezuela negó este miércoles la solicitud de salvoconductos para que seis disidentes alojados en la misión diplomática argentina en Caracas pudieran llegar al aeropuerto y tomar un vuelo a Buenos Aires, confirmó el hombre fuerte del gobierno Diosdado Cabello, al tiempo que calificó de ""fascista"" al presidente Javier Milei."
es.mercopress.com,Lula ordena reestructuración de mandos al frente de Petrobras,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99664/100x80/pbras.jpg"" alt=""En el 1T de 2024, las ganancias de Petrobras se contrajeron un 23% respecto al 4T del a&ntilde;o pasado"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El presidente Luiz Inácio Lula da Silva ordenó una reorganización en la cúpula de la petrolera estatal brasileña, Petrobras, con Magda Chambriard reemplazando a Jean-Paul Prates como directora ejecutiva, informó Agencia Brasil. Tras la decisión del jefe de Estado el martes por la noche, el consejo de administración aprobó el miércoles por la mañana la terminación anticipada del mandato de Prates. Mientras tanto, y hasta que Chambriard asuma su cargo, la directora ejecutiva de Asuntos Corporativos, Clarice Coppetti, ha sido nombrada de forma interina.</p>","Thu, 16 May 2024 10:45:00 GMT","El presidente Luiz Inácio Lula da Silva ordenó una reorganización en la cúpula de la petrolera estatal brasileña, Petrobras, con Magda Chambriard reemplazando a Jean-Paul Prates como directora ejecutiva, informó Agencia Brasil. Tras la decisión del jefe de Estado el martes por la noche, el consejo de administración aprobó el miércoles por la mañana la terminación anticipada del mandato de Prates. Mientras tanto, y hasta que Chambriard asuma su cargo, la directora ejecutiva de Asuntos Corporativos, Clarice Coppetti, ha sido nombrada de forma interina."
es.mercopress.com,Milei celebra cifras de inflación al estilo futbolístico,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99647/100x80/milei.jpg"" alt=""Milei agradeci&oacute; a Toto Caputo por el &uacute;ltimo logro"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El presidente argentino, Javier Milei, se mostró abiertamente eufórico en redes sociales este martes después de que el Instituto Nacional de Estadística y Censos (Indec) anunciara que el Índice de Precios al Consumidor (IPC) mensual de abril se había situado en un 8,8%. “¡¡¡GOOOOOOOOOOOOOOOOOOOL...!!!!”, escribió en modo futbolero. Mientras tanto, el portavoz presidencial Manuel Adorni dijo que la inflación tiene “su certificado de defunción firmado”.</p>","Wed, 15 May 2024 10:59:00 GMT","El presidente argentino, Javier Milei, se mostró abiertamente eufórico en redes sociales este martes después de que el Instituto Nacional de Estadística y Censos (Indec) anunciara que el Índice de Precios al Consumidor (IPC) mensual de abril se había situado en un 8,8%. “¡¡¡GOOOOOOOOOOOOOOOOOOOL...!!!!”, escribió en modo futbolero. Mientras tanto, el portavoz presidencial Manuel Adorni dijo que la inflación tiene “su certificado de defunción firmado”."
es.mercopress.com,Inflación argentina sigue a la baja en abril,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99652/100x80/20240316indecnag-1771394.jpg"" alt=""Antes de abril, la inflaci&oacute;n mensual se hab&iacute;a mantenido en dos d&iacute;gitos durante cinco meses consecutivos, inform&oacute; el Indec"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El Instituto Nacional de Estadística y Censos (Indec) de Argentina anunció este martes que el Índice de Precios al Consumidor (IPC) de abril se situó “en 8,8% en abril de 2024 respecto a marzo y 289,4% interanual”. La dependencia gubernamental también señaló en su cuenta de X que se lleva acumulado un incremento del 65%.</p>","Wed, 15 May 2024 10:58:00 GMT","El Instituto Nacional de Estadística y Censos (Indec) de Argentina anunció este martes que el Índice de Precios al Consumidor (IPC) de abril se situó “en 8,8% en abril de 2024 respecto a marzo y 289,4% interanual”. La dependencia gubernamental también señaló en su cuenta de X que se lleva acumulado un incremento del 65%."
es.mercopress.com,Banco del BRICS viene al rescate de Rio Grande do Sul,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99654/100x80/dilma.jpg"" alt=""La expresidenta brasile&ntilde;a Dilma Rousseff conducir&aacute; al NBD hasta julio de 2025"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El Nuevo Banco de Desarrollo (NDB), con sede en Shanghai, otorgará financiación por valor de R$ 5,7 mil millones (US$ 1,1 mil millones) para reconstruir el estado brasileño de Rio Grande do Sul, que aún lucha por recuperarse de las tormentas sin precedentes desde el 29 de abril, informó este martes la Agencia Brasil.</p>","Wed, 15 May 2024 10:58:00 GMT","El Nuevo Banco de Desarrollo (NDB), con sede en Shanghai, otorgará financiación por valor de R$ 5,7 mil millones (US$ 1,1 mil millones) para reconstruir el estado brasileño de Rio Grande do Sul, que aún lucha por recuperarse de las tormentas sin precedentes desde el 29 de abril, informó este martes la Agencia Brasil."
es.mercopress.com,Presidente paraguayo emprende gira por Estados Unidos y Taiwán,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99651/100x80/pena.jpg"" alt=""Pe&ntilde;a fue criticado por llevar a su hijo en la gira"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El presidente paraguayo, Santiago Peña, partió este martes hacia Estados Unidos para participar en una serie de eventos en materia de seguridad y tecnología hasta el 17 de mayo cuando viajará a Taiwán. Peña recibió fuertes críticas por llevar a su hijo Gonzalo Peña. El mandatario dijo que cubriría los gastos de su hijo de su bolsillo, pero aún no ha mostrado pruebas concretas de ello.</p>","Wed, 15 May 2024 10:56:00 GMT","El presidente paraguayo, Santiago Peña, partió este martes hacia Estados Unidos para participar en una serie de eventos en materia de seguridad y tecnología hasta el 17 de mayo cuando viajará a Taiwán. Peña recibió fuertes críticas por llevar a su hijo Gonzalo Peña. El mandatario dijo que cubriría los gastos de su hijo de su bolsillo, pero aún no ha mostrado pruebas concretas de ello."
