diario,titulo,contenido,fecha de extracción,contenido_depurado
es.mercopress.com,Argentina supera holgadamente prueba del FMI y recibirá US$ 800 millones,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99638/100x80/totito.jpg"" alt=""El FMI agradeci&oacute; a Caputo y Bausili su firme compromiso para restablecer la estabilidad econ&oacute;mica"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         Tras aprobar la octava revisión de su programa de refinanciamiento de deuda con el Fondo Monetario Internacional (FMI), se espera que Argentina reciba un desembolso de 800 mil millones de dólares en las próximas semanas, se anunció este lunes. Sin embargo, la transacción aún debe ser aprobada por el Directorio del FMI.</p>","Tue, 14 May 2024 10:59:00 GMT","Tras aprobar la octava revisión de su programa de refinanciamiento de deuda con el Fondo Monetario Internacional (FMI), se espera que Argentina reciba un desembolso de 800 mil millones de dólares en las próximas semanas, se anunció este lunes. Sin embargo, la transacción aún debe ser aprobada por el Directorio del FMI."
es.mercopress.com,Canadá permite el ingreso de carne paraguaya,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99636/100x80/carne.jpg"" alt=""A los productores paraguayos les llev&oacute; casi tres a&ntilde;os y medio de aprendizaje y negociaciones alcanzar este objetivo"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         La Agencia de Inspección de Alimentos de Canadá (CFIA) dio luz verde al ingreso de carne paraguaya a su mercado, con nueve plantas empacadoras ya autorizadas para iniciar envíos. El presidente paraguayo, Santiago Peña, celebró la buena noticia con publicaciones en las redes sociales. ""Felicito a todas las instituciones y sectores involucrados por este importante logro"", escribió.</p>","Tue, 14 May 2024 10:56:00 GMT","La Agencia de Inspección de Alimentos de Canadá (CFIA) dio luz verde al ingreso de carne paraguaya a su mercado, con nueve plantas empacadoras ya autorizadas para iniciar envíos. El presidente paraguayo, Santiago Peña, celebró la buena noticia con publicaciones en las redes sociales. ""Felicito a todas las instituciones y sectores involucrados por este importante logro"", escribió."
es.mercopress.com,"Banco Central de Brasil eleva al 2,09% la expansión prevista para 2024","<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99637/100x80/bcbra.jpg"" alt=""La proyecci&oacute;n para 2024 est&aacute; dentro del rango meta de inflaci&oacute;n fijado por el Consejo Monetario Nacional (CMN) del BCB, del 3% (+- 1,5 puntos porcentuales)"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         Según la última edición del boletín Focus, divulgado este lunes por el Banco Central de Brasil (BCB), la economía del mayor país de Sudamérica crecerá un 2,09% este año, lo que representa una mejora respecto a la anterior previsión del 2,05%, informó la Agencia Brasil. El estudio también prevé una inflación anual del 3,76%.</p>","Tue, 14 May 2024 10:56:00 GMT","Según la última edición del boletín Focus, divulgado este lunes por el Banco Central de Brasil (BCB), la economía del mayor país de Sudamérica crecerá un 2,09% este año, lo que representa una mejora respecto a la anterior previsión del 2,05%, informó la Agencia Brasil. El estudio también prevé una inflación anual del 3,76%."
es.mercopress.com,Caricom une fuerzas para abordar el comercio de armas,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99635/100x80/guns.jpg"" alt=""El comercio il&iacute;cito de armas de fuego alimenta otras actividades criminales, coincidieron los representantes del Caricom"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         Dignatarios de los países de la Comunidad del Caribe (Caricom) firmaron el primer tratado internacional para regular el comercio de armas convencionales y promover la paz mediante la prevención del tráfico ilícito de armas pequeñas y ligeras en la región.</p>","Tue, 14 May 2024 10:54:00 GMT",Dignatarios de los países de la Comunidad del Caribe (Caricom) firmaron el primer tratado internacional para regular el comercio de armas convencionales y promover la paz mediante la prevención del tráfico ilícito de armas pequeñas y ligeras en la región.
es.mercopress.com,Condenan a 3 años y medio a hombre que arrojó botella a Milei,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99633/100x80/gasto-n-ariel-mercanzini.jpg"" alt=""El agresor ten&iacute;a antecedentes de violencia y se encontraba bajo los efectos del alcohol durante el ataque"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         Un tribunal de Buenos Aires validó este lunes un acuerdo con la fiscalía por el cual el hombre que arrojó una botella contra la caravana del presidente Javier Milei el día de la toma de posesión fue sentenciado a tres años y medio de prisión. En el incidente, el perpetrador no acertó a impactar al Jefe de Estado pero sí a un guardia de seguridad.</p>","Tue, 14 May 2024 10:50:00 GMT","Un tribunal de Buenos Aires validó este lunes un acuerdo con la fiscalía por el cual el hombre que arrojó una botella contra la caravana del presidente Javier Milei el día de la toma de posesión fue sentenciado a tres años y medio de prisión. En el incidente, el perpetrador no acertó a impactar al Jefe de Estado pero sí a un guardia de seguridad."
es.mercopress.com,Reportan que muere personal de la ONU en ofensiva israelí,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99631/100x80/un.jpg"" alt=""Rafah sol&iacute;a albergar a unos 1,4 millones de habitantes "" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El secretario general de la ONU, António Guterres, volvió a pedir un ""alto el fuego inmediato"" en Gaza mientras un trabajador de su organización murió y otro resultó herido durante el despliegue israelí en la ciudad sureña de Rafah. Según la oficina de prensa del grupo terrorista Hamás, ambos viajaban en un vehículo marcado con banderas y logotipos de la ONU.</p>","Tue, 14 May 2024 10:26:00 GMT","El secretario general de la ONU, António Guterres, volvió a pedir un ""alto el fuego inmediato"" en Gaza mientras un trabajador de su organización murió y otro resultó herido durante el despliegue israelí en la ciudad sureña de Rafah. Según la oficina de prensa del grupo terrorista Hamás, ambos viajaban en un vehículo marcado con banderas y logotipos de la ONU."
es.mercopress.com,"Latinoamérica y Caribe duramente golpeados por crisis derivadas de El Niño y cambio climático, afirma OMM","<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99620/100x80/849125.jpg"" alt=""La cat&aacute;strofe de Rio Grande do Sul &#147;es un tr&aacute;gico recordatorio de c&oacute;mo los peligros clim&aacute;ticos cada vez m&aacute;s intensos y frecuentes socavan el desarrollo socioecon&oacute;mico&#148;, explic&oacute; Saulo."" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         La Organización Meteorológica Mundial (OMM) señaló la semana pasada que América Latina y el Caribe atravesaban una serie de crisis climáticas vinculadas al fenómeno de El Niño sumado al cambio climático. El drama actual en el Estado brasileño de Rio Grande do Sul es uno de los peores, manifestaron los expertos.</p>","Mon, 13 May 2024 10:55:00 GMT","La Organización Meteorológica Mundial (OMM) señaló la semana pasada que América Latina y el Caribe atravesaban una serie de crisis climáticas vinculadas al fenómeno de El Niño sumado al cambio climático. El drama actual en el Estado brasileño de Rio Grande do Sul es uno de los peores, manifestaron los expertos."
es.mercopress.com,Brasil comprará arroz en el Mercosur para alimentar a Rio Grande do Sul,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99618/100x80/rgds.jpg"" alt=""&#147;Vamos a tener que importar arroz de Bolivia, Paraguay, Uruguay, Argentina&#148;, dijo Lula al anunciar la iniciativa"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         La Compañía Nacional de Abastecimiento de Brasil (Conab) ha sido encargada de comprar un millón de toneladas de arroz para alimentar a la población de Rio Grande do Sul y evitar que aparezcan intermediarios que buscan lucrar en un mercado negro con las víctimas de las tormentas sin precedentes. En circunstancias normales, Rio Grande do Sul representa el 70% de la producción de arroz de Brasil.</p>","Mon, 13 May 2024 10:51:00 GMT","La Compañía Nacional de Abastecimiento de Brasil (Conab) ha sido encargada de comprar un millón de toneladas de arroz para alimentar a la población de Rio Grande do Sul y evitar que aparezcan intermediarios que buscan lucrar en un mercado negro con las víctimas de las tormentas sin precedentes. En circunstancias normales, Rio Grande do Sul representa el 70% de la producción de arroz de Brasil."
es.mercopress.com,"Falklands, su historia y acervo en los Archivos Nacionales Jane Cameron","<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99621/100x80/jane2.jpg"" alt=""Un hidroavi&oacute;n Beaver sobrevolando Stanley"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El centro de Archivos Nacionales de las Islas Falkland, que llevan el nombre de Jane Cameron en honor a la iniciadora e impulsora de la iniciativa hace ya varias décadas ha lanzado una página informando los servicios y actividades que viene desarrollando como parte de su tarea de recopilación y divulgación de la historia, tradición y acervo de las Islas. Cuenta para ello con una hermosa colección de documentos e ilustraciones gráficas relativos a la riqueza patrimonial de las Falklands, a la vez que está en red con otros centros de archivos.</p>","Mon, 13 May 2024 10:50:00 GMT","El centro de Archivos Nacionales de las Islas Falkland, que llevan el nombre de Jane Cameron en honor a la iniciadora e impulsora de la iniciativa hace ya varias décadas ha lanzado una página informando los servicios y actividades que viene desarrollando como parte de su tarea de recopilación y divulgación de la historia, tradición y acervo de las Islas. Cuenta para ello con una hermosa colección de documentos e ilustraciones gráficas relativos a la riqueza patrimonial de las Falklands, a la vez que está en red con otros centros de archivos."
es.mercopress.com,Perú: Detectan nuevo tumor maligno en la lengua de Fujimori,"<p>
	   	      <img src=""https://es.mercopress.com/data/cache/noticias/99612/100x80/albe.jpg"" alt=""&#147;Es mi turno de librar una nueva batalla&#148;, dijo Fujimori en un video publicado en X"" width=""100"" height=""80"" style=""float:left;margin:0 12px 6px 0;border:1px solid #333"" />
	         El ex presidente peruano Alberto Fujimori fue diagnosticado con otro tumor maligno en la lengua, según se informó en Lima durante el fin de semana. El líder derechista de 85 años, que salió de prisión el 7 de diciembre de 2023, padece una lesión cancerosa desde hace más de 27 años y ha sido sometido a seis cirugías en el mismo lugar.</p>","Mon, 13 May 2024 10:31:00 GMT","El ex presidente peruano Alberto Fujimori fue diagnosticado con otro tumor maligno en la lengua, según se informó en Lima durante el fin de semana. El líder derechista de 85 años, que salió de prisión el 7 de diciembre de 2023, padece una lesión cancerosa desde hace más de 27 años y ha sido sometido a seis cirugías en el mismo lugar."
